#Types Before Cut: 11115
#Types After Cut: 9737
#Search Hits: 0
947	15	9.936	одну
948	19	9.616	вечером
949	1584	9.530	и
950	12	9.379	пошли
951	17	9.294	самый
952	9	9.264	руки
953	50	8.983	человек
954	8	8.918	взяли
955	11	8.878	взял
956	11	8.878	всеми
957	5	8.830	богу
958	5	8.830	боюсь
959	5	8.830	вниз
960	5	8.830	голову
961	5	8.830	грубо
962	5	8.830	детства
963	5	8.830	лагерь
964	5	8.830	магазин
965	5	8.830	машину
966	5	8.830	мимо
967	5	8.830	назывался
968	5	8.830	остановиться
969	5	8.830	отлично
970	5	8.830	очки
971	5	8.830	приходили
972	5	8.830	прочее
973	5	8.830	русском
974	5	8.830	следующая
975	5	8.830	стоять
976	5	8.830	телефон
977	5	8.830	успела
978	5	8.830	цветы
979	5	8.830	человеком
980	20	8.754	никто
981	16	8.747	довольно
982	7	8.658	говорим
983	7	8.658	знал
984	7	8.658	настолько
985	7	8.658	началась
986	7	8.658	начинается
987	7	8.658	нашем
988	7	8.658	нашли
989	7	8.658	стоят
990	7	8.658	точнее
991	7	8.658	улица
992	7	8.658	франции
993	6	8.558	ездил
994	6	8.558	играет
995	6	8.558	какого-то
996	6	8.558	лучший
997	6	8.558	рождения
998	6	8.558	штук
999	10	8.388	обратно
1000	10	8.388	хороший
1001	40	8.345	эта
1002	12	8.335	недавно
1003	3	8.188	автобусов
1004	3	8.188	автобусы
1005	3	8.188	аж
1006	3	8.188	амаретто
1007	3	8.188	архитектурой
1008	3	8.188	атмосфера
1009	3	8.188	африке
1010	3	8.188	балетную
1011	3	8.188	беби
1012	3	8.188	бедно
1013	3	8.188	бежит
1014	3	8.188	безумно
1015	3	8.188	белорусском
1016	3	8.188	беру
1017	3	8.188	бесполезно
1018	3	8.188	библиофил
1019	3	8.188	благо
1020	3	8.188	блять
1021	3	8.188	болезнь
1022	3	8.188	буквами
1023	3	8.188	бэ
1024	3	8.188	вайновский
1025	3	8.188	вами
1026	3	8.188	вареньем
1027	3	8.188	вдвоем
1028	3	8.188	ведёт
1029	3	8.188	везло
1030	3	8.188	вернули
1031	3	8.188	весна
1032	3	8.188	вечер
1033	3	8.188	взрослый
1034	3	8.188	визы
1035	3	8.188	викинги
1036	3	8.188	вкусно
1037	3	8.188	внизу
1038	3	8.188	вода
1039	3	8.188	возьму
1040	3	8.188	войной
1041	3	8.188	вспомнил
1042	3	8.188	встретила
1043	3	8.188	встретить
1044	3	8.188	встречают
1045	3	8.188	выполняешь
1046	3	8.188	высокодинамичный
1047	3	8.188	где-нибудь
1048	3	8.188	героя
1049	3	8.188	геру
1050	3	8.188	геша
1051	3	8.188	гимназия
1052	3	8.188	гитару
1053	3	8.188	глухарь
1054	3	8.188	гм
1055	3	8.188	говард
1056	3	8.188	горбачёва
1057	3	8.188	городке
1058	3	8.188	горы
1059	3	8.188	гравитация
1060	3	8.188	грамм
1061	3	8.188	даа
1062	3	8.188	две-три
1063	3	8.188	двенадцати
1064	3	8.188	девяностые
1065	3	8.188	девяностых
1066	3	8.188	девятом
1067	3	8.188	девятьсот
1068	3	8.188	деда
1069	3	8.188	декорации
1070	3	8.188	дениса
1071	3	8.188	держи
1072	3	8.188	джи
1073	3	8.188	дизайн
1074	3	8.188	днк
1075	3	8.188	добираться
1076	3	8.188	добрый
1077	3	8.188	доехал
1078	3	8.188	доехало
1079	3	8.188	домики
1080	3	8.188	дочерью
1081	3	8.188	душе
1082	3	8.188	евреев
1083	3	8.188	жалко
1084	3	8.188	женский
1085	3	8.188	женщин
1086	3	8.188	забивается
1087	3	8.188	заговора
1088	3	8.188	задают
1089	3	8.188	залезали
1090	3	8.188	замуж
1091	3	8.188	занимаешься
1092	3	8.188	занимались
1093	3	8.188	затащит
1094	3	8.188	захожу
1095	3	8.188	захотелось
1096	3	8.188	зашёл
1097	3	8.188	звучало
1098	3	8.188	зерно
1099	3	8.188	зубы
1100	3	8.188	играешь
1101	3	8.188	иди
1102	3	8.188	идёте
1103	3	8.188	идёшь
1104	3	8.188	извините
1105	3	8.188	изменяющийся
1106	3	8.188	изо
1107	3	8.188	инструменте
1108	3	8.188	интересное
1109	3	8.188	исламской
1110	3	8.188	испугались
1111	3	8.188	казахов
1112	3	8.188	календарь
1113	3	8.188	карла
1114	3	8.188	картинке
1115	3	8.188	каталке
1116	3	8.188	католическую
1117	3	8.188	кино
1118	3	8.188	кита
1119	3	8.188	клара
1120	3	8.188	клары
1121	3	8.188	классный
1122	3	8.188	клетке
1123	3	8.188	клуб
1124	3	8.188	клубе
1125	3	8.188	клюшкой
1126	3	8.188	комната
1127	3	8.188	конкретно
1128	3	8.188	кораллы
1129	3	8.188	корма
1130	3	8.188	кормить
1131	3	8.188	косточки
1132	3	8.188	костре
1133	3	8.188	костёр
1134	3	8.188	кран
1135	3	8.188	красивая
1136	3	8.188	красные
1137	3	8.188	красота
1138	3	8.188	кровь
1139	3	8.188	круче
1140	3	8.188	культпросвет
1141	3	8.188	куски
1142	3	8.188	леди
1143	3	8.188	лежать
1144	3	8.188	лен
1145	3	8.188	ленина
1146	3	8.188	лида
